transaction_id,account_id,amount,currency,status,merchant,payment_method,timestamp
txn_91d7b18afd58,acc_00283,236.40,SGD,pending,Shopee,grabpay,2026-08-05T14:17:25Z
txn_689d17da609c,acc_00158,523.99,SGD,completed,NTUC FairPrice,card,2026-08-05T14:17:42Z
txn_962ee91984ae,acc_00462,11.10,SGD,pending,Watsons,applepay,2026-08-05T14:18:03Z
txn_d68f04c05719,acc_00461,418.38,SGD,completed,Cold Storage,paynow,2026-08-05T14:18:08Z
txn_ec3a449859b6,acc_00340,867.88,SGD,completed,Cold Storage,grabpay,2026-08-05T14:18:25Z
txn_e8e5c125c4c6,acc_00370,451.84,SGD,denied,Watsons,paynow,2026-08-05T14:18:40Z
txn_1166db53da0e,acc_00288,78.65,SGD,completed,7-Eleven,grabpay,2026-08-05T14:19:06Z
txn_0a629ed1af42,acc_00384,387.67,MYR,completed,Starbucks,card,2026-08-05T14:19:10Z
txn_34e2b70970ae,acc_00036,183.56,SGD,completed,NTUC FairPrice,card,2026-08-05T14:19:16Z
txn_493b2de95337,acc_00459,605.45,SGD,completed,Watsons,googlepay,2026-08-05T14:19:21Z
txn_f5a1ddbf3dc6,acc_00170,302.25,SGD,pending,Cold Storage,card,2026-08-05T14:19:33Z
txn_a2d89d8c0237,acc_00410,255.41,SGD,pending,7-Eleven,paynow,2026-08-05T14:19:36Z
txn_4a6e2334879b,acc_00376,390.28,SGD,completed,Guardian,card,2026-08-05T14:19:43Z
txn_4162122a4345,acc_00033,643.10,SGD,completed,Starbucks,card,2026-08-05T14:20:15Z
txn_eeeb943a968d,acc_00441,255.78,SGD,completed,Starbucks,googlepay,2026-08-05T14:21:17Z
txn_58dcbd16ce7e,acc_00053,151.68,MYR,completed,NTUC FairPrice,paynow,2026-08-05T14:21:33Z
txn_27adc550a4f7,acc_00101,22.74,SGD,pending,Grab,googlepay,2026-08-05T14:21:37Z
txn_f9b8bd5e140f,acc_00197,47.20,MYR,completed,7-Eleven,grabpay,2026-08-05T14:21:38Z
txn_f56f689faed1,acc_00044,898.92,SGD,completed,7-Eleven,googlepay,2026-08-05T14:22:01Z
txn_7964c1c81ef8,acc_00118,663.95,SGD,completed,Watsons,applepay,2026-08-05T14:22:01Z
txn_e1bc2d56219b,acc_00442,451.87,SGD,pending,Starbucks,applepay,2026-08-05T14:22:07Z
txn_e5a3486d0d73,acc_00256,134.68,SGD,denied,Watsons,googlepay,2026-08-05T14:22:20Z
txn_6bb02b93eb8c,acc_00006,513.96,SGD,pending,Starbucks,card,2026-08-05T14:23:16Z
txn_9653730ef642,acc_00334,233.06,SGD,completed,Shopee,paynow,2026-08-05T14:23:27Z
txn_ece3338525fb,acc_00368,830.46,SGD,pending,McDonald's,card,2026-08-05T14:23:49Z
txn_aca3fca5a800,acc_00490,187.87,SGD,completed,NTUC FairPrice,card,2026-08-05T14:25:04Z
txn_72440b01bb04,acc_00282,293.22,SGD,completed,7-Eleven,grabpay,2026-08-05T14:25:10Z
txn_614fe0a52075,acc_00336,325.99,SGD,completed,Shopee,card,2026-08-05T14:25:49Z
txn_f6580babe719,acc_00002,452.02,SGD,denied,7-Eleven,googlepay,2026-08-05T14:26:01Z
txn_b251a22ef612,acc_00493,667.97,SGD,completed,Guardian,paynow,2026-08-05T14:26:27Z
txn_07d47ebab07d,acc_00185,405.46,SGD,completed,Grab,grabpay,2026-08-05T14:27:24Z
txn_91620f55fad5,acc_00260,857.22,SGD,completed,Watsons,paynow,2026-08-05T14:29:13Z
txn_d13aa507d3f9,acc_00326,516.41,SGD,completed,Cold Storage,paynow,2026-08-05T14:29:22Z
txn_c87286b93870,acc_00209,560.93,SGD,denied,McDonald's,paynow,2026-08-05T14:29:25Z
txn_700c5347b28e,acc_00286,350.19,SGD,completed,Cold Storage,applepay,2026-08-05T14:29:31Z
txn_cf5ca68a2aed,acc_00476,765.75,SGD,completed,Guardian,paynow,2026-08-05T14:30:05Z
txn_2385deb4b1cc,acc_00274,643.99,SGD,pending,NTUC FairPrice,grabpay,2026-08-05T14:30:18Z
txn_c5d87a493d76,acc_00240,198.46,SGD,pending,Watsons,card,2026-08-05T14:30:22Z
txn_2a730864ae4a,acc_00368,44.24,SGD,completed,Starbucks,grabpay,2026-08-05T14:30:22Z
txn_3cf1fe688125,acc_00157,738.92,SGD,completed,NTUC FairPrice,paynow,2026-08-05T14:30:27Z
txn_e516a48895ac,acc_00220,304.55,SGD,completed,Lazada,grabpay,2026-08-05T14:30:28Z
txn_39e100adf762,acc_00214,356.49,SGD,completed,Shopee,applepay,2026-08-05T14:30:32Z
txn_4e2723c5ec8f,acc_00211,186.81,SGD,completed,NTUC FairPrice,applepay,2026-08-05T14:30:44Z
txn_86c2d629f3a6,acc_00173,882.47,SGD,completed,Lazada,grabpay,2026-08-05T14:30:54Z
txn_4bb108c94b39,acc_00237,220.17,SGD,denied,7-Eleven,paynow,2026-08-05T14:30:54Z
txn_b5ea2630fc49,acc_00332,709.84,SGD,denied,Watsons,card,2026-08-05T14:30:57Z
txn_b98b7250f6a0,acc_00329,239.79,SGD,completed,Shopee,applepay,2026-08-05T14:31:04Z
txn_ac8634a1d50c,acc_00244,99.73,SGD,denied,Starbucks,grabpay,2026-08-05T14:31:06Z
txn_4d6cbbdd62af,acc_00113,31.34,SGD,completed,Starbucks,applepay,2026-08-05T14:31:52Z
txn_0d26a9f7df4a,acc_00170,610.00,SGD,completed,Shopee,googlepay,2026-08-05T14:32:34Z
txn_fbc932ca319d,acc_00169,252.54,SGD,completed,7-Eleven,googlepay,2026-08-05T14:33:06Z
txn_0b21ac28f3da,acc_00029,219.45,SGD,completed,7-Eleven,card,2026-08-05T14:33:17Z
txn_e782f34ef985,acc_00001,453.52,MYR,completed,Cold Storage,googlepay,2026-08-05T14:34:05Z
txn_220e3435f5b2,acc_00470,328.87,SGD,denied,Watsons,paynow,2026-08-05T14:34:15Z
txn_643f449a57fd,acc_00446,199.21,SGD,completed,Watsons,applepay,2026-08-05T14:34:20Z
txn_368c22760654,acc_00058,850.54,SGD,completed,Starbucks,applepay,2026-08-05T14:34:29Z
txn_b08f7f4c9e56,acc_00373,652.67,SGD,denied,Lazada,card,2026-08-05T14:34:33Z
txn_af810cf3617d,acc_00248,573.35,SGD,completed,Grab,applepay,2026-08-05T14:34:49Z
txn_8d07101d79db,acc_00383,208.72,SGD,completed,Lazada,googlepay,2026-08-05T14:35:02Z
txn_6d40b89a0643,acc_00452,239.86,SGD,pending,7-Eleven,card,2026-08-05T14:35:05Z
txn_a6079b8f3ae8,acc_00114,42.63,SGD,pending,Cold Storage,grabpay,2026-08-05T14:35:08Z
txn_6e5d5df8aa30,acc_00497,478.79,SGD,pending,Cold Storage,paynow,2026-08-05T14:35:09Z
txn_31c4a32bd8b7,acc_00405,340.85,SGD,denied,McDonald's,googlepay,2026-08-05T14:35:34Z
txn_8ed41c2f981e,acc_00197,628.52,SGD,completed,Guardian,grabpay,2026-08-05T14:35:35Z
txn_df70a710eed9,acc_00441,751.76,SGD,completed,Lazada,googlepay,2026-08-05T14:35:45Z
txn_874f34f4cc1e,acc_00438,533.09,SGD,completed,Grab,paynow,2026-08-05T14:36:36Z
txn_5834586e0ab5,acc_00069,157.72,SGD,pending,Watsons,grabpay,2026-08-05T14:36:37Z
txn_7517355e0e22,acc_00172,402.27,MYR,completed,Lazada,paynow,2026-08-05T14:36:43Z
txn_bb54068bdf80,acc_00035,539.52,SGD,completed,7-Eleven,paynow,2026-08-05T14:37:09Z
txn_d83848bb9823,acc_00190,97.60,SGD,pending,McDonald's,grabpay,2026-08-05T14:37:56Z
txn_ed8f84c99488,acc_00206,114.78,MYR,denied,NTUC FairPrice,grabpay,2026-08-05T14:38:50Z
txn_af94ec8aa531,acc_00220,363.99,SGD,pending,McDonald's,card,2026-08-05T14:39:37Z
txn_d95b764e37fa,acc_00138,565.96,SGD,pending,Grab,card,2026-08-05T14:40:02Z
txn_27234145ee6c,acc_00479,16.66,SGD,completed,Guardian,paynow,2026-08-05T14:40:03Z
txn_a9b7f5803915,acc_00458,82.61,SGD,completed,Cold Storage,googlepay,2026-08-05T14:40:11Z
txn_d43c723ed585,acc_00461,510.10,SGD,completed,Starbucks,paynow,2026-08-05T14:40:14Z
txn_c547cf337297,acc_00411,838.91,SGD,completed,Starbucks,paynow,2026-08-05T14:40:37Z
txn_1c35774263d0,acc_00460,639.10,MYR,completed,Watsons,card,2026-08-05T14:40:44Z
txn_1411aeea62d1,acc_00432,172.05,MYR,completed,Cold Storage,googlepay,2026-08-05T14:40:52Z
txn_f22a27e6a232,acc_00037,691.33,SGD,completed,Grab,googlepay,2026-08-05T14:41:01Z
txn_3e553b19a3a0,acc_00035,708.16,SGD,pending,Watsons,googlepay,2026-08-05T14:41:16Z
txn_041aae222af4,acc_00067,725.38,SGD,completed,Grab,card,2026-08-05T14:42:11Z
txn_07740daee402,acc_00236,477.18,SGD,pending,Watsons,googlepay,2026-08-05T14:42:19Z
txn_bda91afebb80,acc_00494,734.42,SGD,denied,Lazada,applepay,2026-08-05T14:42:27Z
txn_712dddd627ad,acc_00191,132.20,SGD,denied,Starbucks,paynow,2026-08-05T14:42:33Z
txn_f37821525b8c,acc_00132,806.74,SGD,completed,Starbucks,paynow,2026-08-05T14:42:50Z
txn_568479cc7440,acc_00194,429.95,SGD,denied,Starbucks,grabpay,2026-08-05T14:43:09Z
txn_1fb97faf74e3,acc_00154,96.94,SGD,completed,Lazada,paynow,2026-08-05T14:43:15Z
txn_c5850a70be4e,acc_00088,875.45,SGD,pending,McDonald's,paynow,2026-08-05T14:43:42Z
txn_b6c7c60d6c9d,acc_00277,877.97,SGD,completed,Grab,card,2026-08-05T14:43:46Z
txn_0c19e72d996d,acc_00370,25.35,SGD,completed,Cold Storage,applepay,2026-08-05T14:43:51Z
txn_75f584ca8c04,acc_00321,326.07,MYR,pending,Lazada,grabpay,2026-08-05T14:44:13Z
txn_d5c1b0f2c461,acc_00493,834.60,SGD,completed,McDonald's,card,2026-08-05T14:44:17Z
txn_f83f9f62ab92,acc_00444,556.30,SGD,pending,Lazada,applepay,2026-08-05T14:44:26Z
txn_3115175d886a,acc_00444,846.68,SGD,denied,Grab,grabpay,2026-08-05T14:44:31Z
txn_1307321a9dac,acc_00298,273.99,SGD,denied,Starbucks,paynow,2026-08-05T14:44:42Z
txn_d826e2b14628,acc_00456,473.73,SGD,completed,Guardian,googlepay,2026-08-05T14:45:10Z
txn_3afdcf75f10a,acc_00012,852.42,SGD,completed,Watsons,googlepay,2026-08-05T14:45:45Z
txn_f73ce8396e05,acc_00311,211.42,SGD,completed,NTUC FairPrice,card,2026-08-05T14:45:54Z
txn_4c2a5f45890d,acc_00006,515.94,SGD,completed,Lazada,googlepay,2026-08-05T14:46:10Z
txn_bd05cc56cc93,acc_00130,734.15,SGD,pending,Grab,grabpay,2026-08-05T14:46:58Z
txn_8c954f50425b,acc_00343,276.48,SGD,completed,7-Eleven,card,2026-08-05T14:47:05Z
txn_81708fb74332,acc_00394,700.88,SGD,completed,Cold Storage,card,2026-08-05T14:47:20Z
txn_eb8383df71fb,acc_00401,455.33,SGD,completed,Grab,googlepay,2026-08-05T14:47:32Z
txn_cf647249bd8c,acc_00085,224.24,SGD,completed,Lazada,grabpay,2026-08-05T14:47:46Z
txn_e8f5ec25445d,acc_00458,477.28,SGD,pending,Guardian,card,2026-08-05T14:47:52Z
txn_8fe563f43681,acc_00488,386.41,SGD,completed,Grab,grabpay,2026-08-05T14:48:02Z
txn_8acfb7267a06,acc_00211,538.13,SGD,completed,Starbucks,card,2026-08-05T14:48:03Z
txn_21215441db95,acc_00009,518.24,SGD,pending,Cold Storage,applepay,2026-08-05T14:48:11Z
txn_5bcf925cb198,acc_00185,553.48,SGD,completed,7-Eleven,applepay,2026-08-05T14:48:37Z
txn_2f52bf4499da,acc_00500,479.03,SGD,pending,Cold Storage,grabpay,2026-08-05T14:48:49Z
txn_1e19fd2ee4ae,acc_00052,613.86,SGD,completed,Watsons,paynow,2026-08-05T14:48:54Z
txn_4dc466ca56d9,acc_00479,35.24,SGD,completed,Watsons,googlepay,2026-08-05T14:49:38Z
txn_0d36dadbda20,acc_00231,398.25,SGD,completed,NTUC FairPrice,googlepay,2026-08-05T14:49:41Z
txn_3b8d0b92e6a1,acc_00162,677.27,SGD,completed,Grab,grabpay,2026-08-05T14:49:43Z
txn_bcc8121aae04,acc_00190,45.63,SGD,completed,Shopee,paynow,2026-08-05T14:49:58Z
txn_d4c1474609e1,acc_00140,380.54,SGD,pending,Starbucks,paynow,2026-08-05T14:50:04Z
txn_6a05a8c18877,acc_00460,506.13,SGD,completed,NTUC FairPrice,grabpay,2026-08-05T14:50:08Z
txn_4ae6538a9be7,acc_00403,378.41,MYR,completed,Watsons,paynow,2026-08-05T14:50:27Z
txn_addfcf9b71e8,acc_00240,885.19,SGD,completed,McDonald's,googlepay,2026-08-05T14:50:54Z
txn_763d49422018,acc_00109,569.57,SGD,pending,Lazada,card,2026-08-05T14:51:08Z
txn_41894e014940,acc_00025,875.12,SGD,denied,7-Eleven,applepay,2026-08-05T14:51:51Z
txn_2252eae32d94,acc_00254,49.47,SGD,pending,NTUC FairPrice,paynow,2026-08-05T14:52:08Z
txn_d59597906421,acc_00081,217.78,SGD,completed,Shopee,card,2026-08-05T14:52:25Z
txn_36fa37e1b605,acc_00057,514.74,SGD,completed,Starbucks,googlepay,2026-08-05T14:52:25Z
txn_95f064e49d73,acc_00245,689.85,SGD,completed,Guardian,googlepay,2026-08-05T14:52:42Z
txn_9520871f5a68,acc_00071,549.71,SGD,completed,Guardian,googlepay,2026-08-05T14:52:58Z
txn_e50d081651cc,acc_00294,59.01,MYR,completed,Watsons,grabpay,2026-08-05T14:52:58Z
txn_e4251daee69a,acc_00380,88.28,SGD,completed,NTUC FairPrice,applepay,2026-08-05T14:53:09Z
txn_eb6e12b0880e,acc_00316,99.22,SGD,completed,7-Eleven,applepay,2026-08-05T14:53:12Z
txn_47492603785d,acc_00010,794.93,SGD,completed,NTUC FairPrice,grabpay,2026-08-05T14:53:23Z
txn_3012f7e45bf0,acc_00352,213.28,SGD,completed,Watsons,paynow,2026-08-05T14:53:29Z
txn_e4fc0e08c6ab,acc_00488,655.17,SGD,pending,Cold Storage,card,2026-08-05T14:53:47Z
txn_a1fab18b0d8a,acc_00204,783.08,SGD,denied,Watsons,paynow,2026-08-05T14:53:50Z
txn_d6d402b8e8e0,acc_00222,718.29,SGD,denied,Shopee,grabpay,2026-08-05T14:54:44Z
txn_196d4f9ec71a,acc_00368,776.95,SGD,completed,Watsons,paynow,2026-08-05T14:55:08Z
txn_e45784727505,acc_00133,213.30,SGD,pending,Grab,applepay,2026-08-05T14:55:17Z
txn_f1b16c0328ea,acc_00074,493.54,SGD,completed,Grab,card,2026-08-05T14:55:29Z
txn_6dd03ee97369,acc_00107,830.93,MYR,denied,Grab,card,2026-08-05T14:56:28Z
txn_742e0266a101,acc_00379,21.29,SGD,completed,NTUC FairPrice,applepay,2026-08-05T14:56:28Z
txn_b9b13d407caa,acc_00080,709.20,SGD,completed,Grab,paynow,2026-08-05T14:56:50Z
txn_0a2dc055188c,acc_00264,416.01,SGD,completed,Grab,card,2026-08-05T14:57:16Z
txn_0a65788ef94a,acc_00453,79.88,SGD,pending,McDonald's,googlepay,2026-08-05T14:57:23Z
txn_b1105612e7c2,acc_00285,56.33,SGD,denied,7-Eleven,card,2026-08-05T14:57:25Z
txn_61be0df64037,acc_00042,771.67,SGD,completed,NTUC FairPrice,grabpay,2026-08-05T14:57:25Z
txn_b2a38e2906a9,acc_00474,97.31,SGD,completed,Watsons,grabpay,2026-08-05T14:57:36Z
txn_54e60f933d52,acc_00489,459.38,MYR,denied,Cold Storage,card,2026-08-05T14:57:44Z
txn_d1a896881959,acc_00027,267.18,SGD,pending,Grab,googlepay,2026-08-05T14:58:04Z
txn_aaf0ceecd301,acc_00488,233.49,SGD,completed,Lazada,grabpay,2026-08-05T14:58:55Z
txn_74996902fadc,acc_00408,195.17,SGD,denied,Cold Storage,grabpay,2026-08-05T14:59:25Z
txn_a85a49b028a9,acc_00353,251.18,SGD,completed,McDonald's,paynow,2026-08-05T14:59:36Z
txn_0364d798fd69,acc_00018,553.65,MYR,completed,Cold Storage,applepay,2026-08-05T15:00:00Z
txn_5aeaf93b6f8e,acc_00357,359.78,SGD,pending,McDonald's,googlepay,2026-08-05T15:00:02Z
txn_cc8d5f6ef014,acc_00073,424.53,SGD,pending,Cold Storage,googlepay,2026-08-05T15:00:17Z
txn_b8a259aaab73,acc_00459,125.45,SGD,completed,Lazada,applepay,2026-08-05T15:00:48Z
txn_cfa8c8fc377f,acc_00154,772.13,SGD,pending,NTUC FairPrice,googlepay,2026-08-05T15:01:30Z
txn_2fcfcb0b5cb9,acc_00204,867.32,SGD,pending,Shopee,paynow,2026-08-05T15:01:39Z
txn_aaefcf3a5813,acc_00085,695.54,SGD,completed,7-Eleven,card,2026-08-05T15:01:48Z
txn_75ff2b277d8c,acc_00242,514.19,SGD,pending,Lazada,googlepay,2026-08-05T15:02:34Z
txn_e37bb824aaba,acc_00226,331.64,MYR,completed,7-Eleven,card,2026-08-05T15:02:38Z
txn_8643907c2530,acc_00225,892.44,MYR,pending,7-Eleven,grabpay,2026-08-05T15:02:53Z
txn_b1ba2aecdc50,acc_00413,388.30,SGD,completed,Guardian,googlepay,2026-08-05T15:03:34Z
txn_357f1076cd75,acc_00482,791.11,SGD,pending,NTUC FairPrice,applepay,2026-08-05T15:03:36Z
txn_859ab4204a3e,acc_00297,662.91,SGD,completed,Lazada,paynow,2026-08-05T15:04:00Z
txn_b7c9e61becea,acc_00078,677.62,SGD,completed,7-Eleven,googlepay,2026-08-05T15:04:22Z
txn_18cb9f3d2cd3,acc_00455,401.79,SGD,denied,Watsons,applepay,2026-08-05T15:04:22Z
txn_4153bb2a83cb,acc_00204,385.85,SGD,completed,Guardian,grabpay,2026-08-05T15:04:38Z
txn_417b77e73f61,acc_00013,43.98,SGD,denied,Grab,applepay,2026-08-05T15:05:21Z
txn_614ba81b51c0,acc_00001,108.59,SGD,completed,Lazada,googlepay,2026-08-05T15:05:46Z
txn_499b5b5e9e12,acc_00426,395.13,SGD,pending,7-Eleven,card,2026-08-05T15:06:21Z
txn_dd47390971af,acc_00385,621.64,SGD,denied,McDonald's,googlepay,2026-08-05T15:06:27Z
txn_8d3409ed0f85,acc_00175,259.86,SGD,completed,Cold Storage,grabpay,2026-08-05T15:06:36Z
txn_fff327432611,acc_00107,738.75,SGD,denied,Grab,grabpay,2026-08-05T15:06:37Z
txn_f2b7ff372335,acc_00318,125.90,SGD,completed,Cold Storage,applepay,2026-08-05T15:06:41Z
txn_1e5249351c63,acc_00156,93.59,SGD,completed,Shopee,paynow,2026-08-05T15:06:59Z
txn_02ae500c5508,acc_00308,61.57,SGD,pending,Lazada,applepay,2026-08-05T15:07:01Z
txn_712e6d860395,acc_00423,42.46,SGD,completed,Grab,googlepay,2026-08-05T15:07:12Z
txn_6406b6bbcf8d,acc_00400,422.51,SGD,completed,McDonald's,card,2026-08-05T15:07:40Z
txn_40336b771313,acc_00203,655.64,SGD,denied,McDonald's,grabpay,2026-08-05T15:07:58Z
txn_727a2c3b33c8,acc_00068,691.69,SGD,completed,Guardian,card,2026-08-05T15:08:08Z
txn_4883103fa7cc,acc_00491,122.38,SGD,pending,Guardian,grabpay,2026-08-05T15:08:25Z
txn_2d7de113bbdf,acc_00373,198.52,SGD,completed,Grab,applepay,2026-08-05T15:08:58Z
txn_90f4badbffd1,acc_00413,853.32,MYR,completed,7-Eleven,card,2026-08-05T15:09:17Z
txn_52acb04f1de5,acc_00312,262.16,SGD,denied,McDonald's,paynow,2026-08-05T15:09:31Z
txn_6b08b1c94ac7,acc_00109,526.23,SGD,denied,Guardian,paynow,2026-08-05T15:09:40Z
txn_638796748d1c,acc_00190,709.30,SGD,completed,Guardian,applepay,2026-08-05T15:09:50Z
txn_44cf16bb5e00,acc_00042,43.30,MYR,completed,Lazada,googlepay,2026-08-05T15:10:02Z
txn_103ab39718a1,acc_00383,438.65,SGD,completed,Cold Storage,grabpay,2026-08-05T15:10:34Z
txn_50f060cf7645,acc_00006,548.94,SGD,pending,Watsons,grabpay,2026-08-05T15:10:38Z
txn_499b463cd6c0,acc_00417,283.94,SGD,denied,Lazada,paynow,2026-08-05T15:10:49Z
txn_9c15b8d10f56,acc_00146,301.01,SGD,denied,Grab,applepay,2026-08-05T15:11:29Z
txn_12df6f3a1047,acc_00090,240.61,SGD,completed,Starbucks,googlepay,2026-08-05T15:11:35Z
txn_4f4e30eb5b97,acc_00114,802.90,MYR,completed,Guardian,card,2026-08-05T15:12:38Z
txn_c506844c0b71,acc_00289,34.20,SGD,pending,Watsons,googlepay,2026-08-05T15:12:49Z
txn_e6ad00791f7a,acc_00074,737.03,SGD,pending,Shopee,applepay,2026-08-05T15:12:53Z
txn_78e8738d6d06,acc_00415,408.62,SGD,completed,Cold Storage,applepay,2026-08-05T15:13:04Z
txn_5bc805b1f4fc,acc_00338,35.95,SGD,completed,Starbucks,card,2026-08-05T15:13:06Z
txn_57d4fa5c4e28,acc_00254,155.72,SGD,pending,Shopee,googlepay,2026-08-05T15:13:27Z
txn_4bbdd55a788f,acc_00221,771.05,MYR,completed,Cold Storage,paynow,2026-08-05T15:13:51Z
txn_ff6142cb32ba,acc_00226,416.85,SGD,pending,Watsons,googlepay,2026-08-05T15:14:34Z
txn_1c848043adc4,acc_00010,577.53,SGD,completed,McDonald's,googlepay,2026-08-05T15:14:47Z
txn_622e0373ed30,acc_00230,567.80,SGD,pending,Grab,applepay,2026-08-05T15:15:19Z
txn_70278e6a5eaf,acc_00459,213.68,SGD,denied,Guardian,grabpay,2026-08-05T15:15:27Z
txn_5707becc3efa,acc_00176,867.11,SGD,completed,Lazada,grabpay,2026-08-05T15:15:32Z
txn_4a4abb1ec8ac,acc_00455,484.94,SGD,pending,7-Eleven,googlepay,2026-08-05T15:15:35Z
txn_819ef6102b47,acc_00214,277.84,SGD,denied,Grab,card,2026-08-05T15:16:05Z
txn_2eca738d58ba,acc_00015,552.59,SGD,completed,Shopee,card,2026-08-05T15:16:34Z
txn_1a4285488edd,acc_00235,825.64,SGD,denied,Guardian,googlepay,2026-08-05T15:16:37Z
txn_5365e8de63dc,acc_00432,652.33,SGD,completed,Watsons,grabpay,2026-08-05T15:16:43Z
txn_1796ee11e057,acc_00073,64.66,SGD,completed,Cold Storage,applepay,2026-08-05T15:16:53Z
txn_ae07394abd01,acc_00500,695.72,SGD,completed,Shopee,applepay,2026-08-05T15:17:01Z
txn_a31e32428f1f,acc_00493,678.52,SGD,pending,Starbucks,applepay,2026-08-05T15:17:16Z
txn_0daecd840059,acc_00254,326.92,SGD,completed,NTUC FairPrice,grabpay,2026-08-05T15:17:38Z
txn_f6dfbb3732bc,acc_00012,265.62,SGD,completed,McDonald's,grabpay,2026-08-05T15:17:47Z
txn_9659a554c89f,acc_00238,424.20,SGD,denied,7-Eleven,applepay,2026-08-05T15:17:59Z
txn_0e98a22a3661,acc_00319,240.18,SGD,completed,Cold Storage,grabpay,2026-08-05T15:18:11Z
txn_bcdbc78b34c6,acc_00302,293.08,SGD,completed,NTUC FairPrice,paynow,2026-08-05T15:19:36Z
txn_9175d93070b8,acc_00203,281.39,SGD,completed,McDonald's,grabpay,2026-08-05T15:19:54Z
txn_4edb19d1afba,acc_00276,295.19,SGD,pending,Guardian,googlepay,2026-08-05T15:20:03Z
txn_baff78bc2dbd,acc_00152,461.44,SGD,denied,Starbucks,googlepay,2026-08-05T15:20:46Z
txn_5d4a237b53db,acc_00168,192.46,SGD,completed,Starbucks,grabpay,2026-08-05T15:20:55Z
txn_bec0189df7d0,acc_00346,866.79,SGD,completed,7-Eleven,applepay,2026-08-05T15:21:10Z
txn_f0a60699cf49,acc_00253,480.39,SGD,pending,Grab,googlepay,2026-08-05T15:21:31Z
txn_2e6d03d902e7,acc_00261,445.43,SGD,completed,Shopee,paynow,2026-08-05T15:22:13Z
txn_4168755028aa,acc_00072,87.46,MYR,completed,Cold Storage,paynow,2026-08-05T15:22:17Z
txn_5e906ee7e328,acc_00057,662.47,SGD,completed,Lazada,applepay,2026-08-05T15:22:24Z
txn_ff8a104e92d7,acc_00338,869.97,SGD,pending,Shopee,grabpay,2026-08-05T15:22:38Z
txn_ea474b670a08,acc_00141,780.13,SGD,pending,Starbucks,grabpay,2026-08-05T15:22:40Z
txn_388906034500,acc_00048,98.26,SGD,pending,Starbucks,googlepay,2026-08-05T15:22:44Z
txn_e3ea9800bb67,acc_00072,746.01,SGD,completed,Cold Storage,googlepay,2026-08-05T15:23:09Z
txn_de58f37ae087,acc_00262,351.14,MYR,completed,Guardian,applepay,2026-08-05T15:24:08Z
txn_3d8837897959,acc_00301,558.91,SGD,completed,McDonald's,paynow,2026-08-05T15:24:12Z
txn_75f51d369446,acc_00128,567.09,SGD,completed,Shopee,paynow,2026-08-05T15:24:16Z
txn_4a893b8634d4,acc_00057,838.58,SGD,pending,Grab,googlepay,2026-08-05T15:24:19Z
txn_144949dc4155,acc_00345,450.62,SGD,completed,Cold Storage,paynow,2026-08-05T15:24:20Z
txn_14a0e223d0e2,acc_00493,145.64,SGD,completed,Lazada,paynow,2026-08-05T15:24:25Z
txn_181a475303ef,acc_00401,706.37,SGD,completed,Watsons,applepay,2026-08-05T15:24:38Z
txn_1544ce399296,acc_00006,423.32,SGD,pending,Lazada,applepay,2026-08-05T15:24:41Z
txn_10582536bfb4,acc_00080,384.89,MYR,completed,Cold Storage,googlepay,2026-08-05T15:25:17Z
txn_21a355cccb28,acc_00414,367.83,SGD,completed,Starbucks,grabpay,2026-08-05T15:25:19Z
txn_c38c394be9f4,acc_00160,151.17,SGD,pending,Starbucks,applepay,2026-08-05T15:25:40Z
txn_955c669de7cb,acc_00029,442.59,SGD,completed,7-Eleven,googlepay,2026-08-05T15:25:45Z
txn_ba8bc0c900d1,acc_00373,799.30,SGD,pending,Cold Storage,paynow,2026-08-05T15:25:52Z
txn_1c747b0e1e68,acc_00414,100.52,SGD,completed,Watsons,applepay,2026-08-05T15:25:52Z
txn_18c20be6e475,acc_00061,638.13,SGD,completed,Guardian,googlepay,2026-08-05T15:25:59Z
txn_3216e11e5f9c,acc_00384,111.53,SGD,pending,Grab,card,2026-08-05T15:26:38Z
txn_76554de1bff9,acc_00390,110.47,SGD,denied,Guardian,applepay,2026-08-05T15:27:07Z
txn_e7ccf62b7e07,acc_00335,568.75,SGD,completed,NTUC FairPrice,applepay,2026-08-05T15:27:38Z
txn_17272f1cf582,acc_00379,209.03,SGD,completed,McDonald's,applepay,2026-08-05T15:27:45Z
txn_043d4ba9fc91,acc_00029,672.92,SGD,completed,Starbucks,card,2026-08-05T15:27:47Z
txn_6af807741fb2,acc_00342,249.47,SGD,completed,McDonald's,applepay,2026-08-05T15:28:03Z
txn_95a69f275699,acc_00076,641.19,SGD,completed,Grab,card,2026-08-05T15:28:10Z
txn_70e4ea4cc6b4,acc_00249,589.29,SGD,pending,NTUC FairPrice,grabpay,2026-08-05T15:28:23Z
txn_8bead1b6e68c,acc_00034,335.37,MYR,completed,7-Eleven,grabpay,2026-08-05T15:28:47Z
txn_ed6003460668,acc_00172,504.70,SGD,completed,Watsons,grabpay,2026-08-05T15:29:07Z
txn_411468e7f3d6,acc_00252,478.93,SGD,pending,Starbucks,grabpay,2026-08-05T15:29:40Z
txn_2d26002a3870,acc_00403,752.11,SGD,completed,Cold Storage,googlepay,2026-08-05T15:29:49Z
txn_8e2f8b4ac6f2,acc_00498,836.26,SGD,denied,Grab,applepay,2026-08-05T15:30:22Z
